story,sentence,word,pos,lemma,nchar
264,120,",",",",",",1
264,120,first,JJ,first,5
264,120,``,``,``,2
264,120,corrective,JJ,corrective,10
264,120,operation,NN,operation,9
264,120,'','','',2
264,120,at,IN,at,2
264,120,the,DT,the,3
264,120,age,NN,age,3
264,120,of,IN,of,2
264,120,fifteen,CD,fifteen,7
264,120,.,SENT,.,1
264,121,Ed,NP,ed,2
264,121,had,VBD,have,3
264,121,had,VBN,have,3
264,121,lots,NNS,lot,4
264,121,of,IN,of,2
264,121,dates,NNS,date,5
264,121,before,RB,before,6
264,121,--,:,--,2
264,121,dating,VBG,date,6
264,121,had,VBN,have,3
264,121,almost,RB,almost,6
264,121,entirely,RB,entirely,8
264,121,replaced,VBN,replace,8
264,121,marriage,NN,marriage,8
264,121,--,:,--,2
264,121,and,CC,and,3
264,121,he,PP,he,2
264,121,was,VBD,be,3
264,121,getting,VBG,get,7
264,121,used,VBN,use,4
264,121,to,TO,to,2
264,121,the,DT,the,3
264,121,stereotypical,JJ,stereotypical,13
264,121,course,NN,course,6
264,121,that,IN,that,4
264,121,they,PP,they,4
264,121,usually,RB,usually,7
264,121,took,VBD,take,4
264,121,",",",",",",1
264,121,but,CC,but,3
264,121,on,IN,on,2
264,121,that,DT,that,4
264,121,evening,NN,evening,7
264,121,",",",",",",1
264,121,for,IN,for,3
264,121,some,DT,some,4
264,121,reason,NN,reason,6
264,121,he,PP,he,2
264,121,could,MD,could,5
264,121,not,RB,not,3
264,121,quite,RB,quite,5
264,121,work,VB,work,4
264,121,out,RP,out,3
264,121,",",",",",",1
264,121,he,PP,he,2
264,121,felt,VBD,feel,4
264,121,a,DT,a,1
264,121,strange,JJ,strange,7
264,121,kind,NN,kind,4
264,121,of,IN,of,2
264,121,nervous,JJ,nervous,7
264,121,excitement,NN,excitement,10
264,121,.,SENT,.,1
264,122,He,PP,he,2
264,122,looked,VBD,look,6
264,122,at,IN,at,2
264,122,the,DT,the,3
264,122,plastic,JJ,plastic,7
264,122,flowers,NNS,flower,7
264,122,that,IN,that,4
264,122,he,PP,he,2
264,122,had,VBD,have,3
264,122,brought,VBN,bring,7
264,122,and,CC,and,3
264,122,noticed,VBN,notice,7
264,122,that,IN,that,4
264,122,his,PP$,his,3
264,122,hands,NNS,hand,5
264,122,were,VBD,be,4
264,122,trembling,VBG,tremble,9
264,122,slightly,RB,slightly,8
264,122,.,SENT,.,1
264,123,The,DT,the,3
264,123,tin,NN,tin,3
264,123,slowed,VBD,slow,6
264,123,down,RP,down,4
264,123,",",",",",",1
264,123,then,RB,then,4
264,123,it,PP,it,2
264,123,stopped,VBD,stop,7
264,123,.,SENT,.,1
264,124,A,DT,a,1
264,124,small,JJ,small,5
264,124,display,NN,display,7
264,124,showed,VBD,show,6
264,124,the,DT,the,3
264,124,fare,NN,fare,4
264,124,Ed,NP,ed,2
264,124,had,VBD,have,3
264,124,to,TO,to,2
264,124,pay,VB,pay,3
264,124,.,SENT,.,1
264,125,He,PP,he,2
264,125,gulped,VBD,gulp,6
264,125,and,CC,and,3
264,125,gave,VBD,give,4
264,125,his,PP$,his,3
264,125,credit,NN,credit,6
264,125,card,NN,card,4
264,125,a,DT,a,1
264,125,melancholic,JJ,melancholic,11
264,125,glance,NN,glance,6
264,125,before,IN,before,6
264,125,he,PP,he,2
264,125,inserted,VBD,insert,8
264,125,it,PP,it,2
264,125,into,IN,into,4
264,125,the,DT,the,3
264,125,slot,NN,slot,4
264,125,beneath,IN,beneath,7
264,125,the,DT,the,3
264,125,display,NN,display,7
264,125,.,SENT,.,1
264,126,Getting,VBG,get,7
264,126,out,RP,out,3
264,126,of,IN,of,2
264,126,the,DT,the,3
264,126,cabin,NN,cabin,5
264,126,",",",",",",1
264,126,he,PP,he,2
264,126,found,VBD,find,5
264,126,himself,PP,himself,7
264,126,in,IN,in,2
264,126,front,NN,front,5
264,126,of,IN,of,2
264,126,the,DT,the,3
264,126,Rainbow,NP,rainbow,7
264,126,",",",",",",1
264,126,one,CD,one,3
264,126,of,IN,of,2
264,126,the,DT,the,3
264,126,biggest,JJS,big,7
264,126,cinemas,NNS,cinema,7
264,126,in,IN,in,2
264,126,the,DT,the,3
264,126,Middle,NP,middle,6
264,126,East,NP,east,4
264,126,.,SENT,.,1
264,127,High,JJ,high,4
264,127,above,JJ,above,5
264,127,",",",",",",1
264,127,powerful,JJ,powerful,8
264,127,laser,NN,laser,5
264,127,beams,VBZ,beam,5
264,127,cast,VBN,cast,4
264,127,the,DT,the,3
264,127,name,NN,name,4
264,127,of,IN,of,2
264,127,the,DT,the,3
264,127,cinema,NN,cinema,6
264,127,onto,IN,onto,4
264,127,its,PP$,its,3
264,127,white,JJ,white,5
264,127,facade,NN,facade,6
264,127,",",",",",",1
264,127,in,IN,in,2
264,127,eight,CD,eight,5
264,127,different,JJ,different,9
264,127,colours,NNS,colour,7
264,127,.,SENT,.,1
264,128,Whenever,WRB,whenever,8
264,128,Ed,NP,ed,2
264,128,spotted,VBD,spot,7
264,128,a,DT,a,1
264,128,girl,NN,girl,4
264,128,",",",",",",1
264,128,he,PP,he,2
264,128,stared,VBD,stare,6
264,128,at,IN,at,2
264,128,her,PP$,her,3
264,128,breasts,NNS,breast,7
264,128,",",",",",",1
264,128,hoping,VBG,hope,6
264,128,to,TO,to,2
264,128,see,VB,see,3
264,128,a,DT,a,1
264,128,pink,JJ,pink,4
264,128,badge,NN,badge,5
264,128,there,RB,there,5
264,128,.,SENT,.,1
264,129,And,CC,and,3
264,129,there,EX,there,5
264,129,it,PP,it,2
264,129,was,VBD,be,3
264,129,!,SENT,!,1
264,130,264,CD,264,3
264,130,.,SENT,.,1
264,131,His,PP$,his,3
264,131,eyes,NNS,eye,4
264,131,followed,VBD,follow,8
264,131,the,DT,the,3
264,131,slender,JJ,slender,7
264,131,figure,NN,figure,6
264,131,of,IN,of,2
264,131,the,DT,the,3
264,131,girl,NN,girl,4
264,131,down,RB,down,4
264,131,to,TO,to,2
264,131,her,PP$,her,3
264,131,heels,NNS,heel,5
264,131,.,SENT,.,1
264,132,When,WRB,when,4
264,132,he,PP,he,2
264,132,finally,RB,finally,7
264,132,looked,VBD,look,6
264,132,at,IN,at,2
264,132,her,PP$,her,3
264,132,face,NN,face,4
264,132,",",",",",",1
264,132,about,IN,about,5
264,132,a,DT,a,1
264,132,minute,NN,minute,6
264,132,later,RBR,later,5
264,132,",",",",",",1
264,132,he,PP,he,2
264,132,was,VBD,be,3
264,132,stunned,VBN,stun,7
264,132,by,IN,by,2
264,132,its,PP$,its,3
264,132,beauty,NN,beauty,6
264,132,.,SENT,.,1
264,133,Unable,JJ,unable,6
264,133,to,TO,to,2
264,133,avert,VB,avert,5
264,133,his,PP$,his,3
264,133,gaze,NN,gaze,4
264,133,from,IN,from,4
264,133,the,DT,the,3
264,133,girl,NN,girl,4
264,133,'s,POS,'s,2
264,133,warm,JJ,warm,4
264,133,brown,JJ,brown,5
264,133,eyes,NNS,eye,4
264,133,",",",",",",1
264,133,he,PP,he,2
264,133,felt,VBD,feel,4
264,133,his,PP$,his,3
264,133,heart,NN,heart,5
264,133,flutter,NN,flutter,7
264,133,.,SENT,.,1
264,134,The,DT,the,3
264,134,girl,NN,girl,4
264,134,smiled,VBD,smile,6
264,134,at,IN,at,2
264,134,him,PP,him,3
264,134,",",",",",",1
264,134,and,CC,and,3
264,134,he,PP,he,2
264,134,almost,RB,almost,6
264,134,passed,VBD,pass,6
264,134,out,RP,out,3
264,134,.,SENT,.,1
264,135,She,PP,she,3
264,135,walked,VBD,walk,6
264,135,over,RP,over,4
264,135,to,TO,to,2
264,135,him,PP,him,3
264,135,and,CC,and,3
264,135,said,VBD,say,4
264,135,``,``,``,2
264,135,Hi,NP,hi,2
264,135,!,SENT,!,1
264,136,'','','',2
264,136,Ed,NP,ed,2
264,136,remained,VBD,remain,8
264,136,silent,JJ,silent,6
264,136,.,SENT,.,1
264,137,He,PP,he,2
264,137,could,MD,could,5
264,137,not,RB,not,3
264,137,speak,VB,speak,5
264,137,.,SENT,.,1
264,138,He,PP,he,2
264,138,could,MD,could,5
264,138,not,RB,not,3
264,138,even,RB,even,4
264,138,think,VB,think,5
264,138,.,SENT,.,1
264,139,He,PP,he,2
264,139,could,MD,could,5
264,139,not,RB,not,3
264,139,do,VB,do,2
264,139,anything,NN,anything,8
264,139,but,CC,but,3
264,139,look,VB,look,4
264,139,into,IN,into,4
264,139,these,DT,these,5
264,139,enchanting,JJ,enchanting,10
264,139,brown,JJ,brown,5
264,139,eyes,NNS,eye,4
264,139,.,SENT,.,1
264,140,But,CC,but,3
264,140,the,DT,the,3
264,140,girl,NN,girl,4
264,140,seemed,VBD,seem,6
264,140,not,RB,not,3
264,140,to,TO,to,2
264,140,notice,VB,notice,6
264,140,.,SENT,.,1
264,141,She,PP,she,3
264,141,asked,VBD,ask,5
264,141,a,DT,a,1
264,141,few,JJ,few,3
264,141,questions,NNS,question,9
264,141,",",",",",",1
264,141,and,CC,and,3
264,141,after,IN,after,5
264,141,a,DT,a,1
264,141,while,IN,while,5
264,141,they,PP,they,4
264,141,were,VBD,be,4
264,141,chatting,VBG,chat,8
264,141,in,IN,in,2
264,141,a,DT,a,1
264,141,lively,JJ,lively,6
264,141,way,NN,way,3
264,141,.,SENT,.,1
264,142,Some,DT,some,4
264,142,minutes,NNS,minute,7
264,142,later,RBR,later,5
264,142,the,DT,the,3
264,142,conversation,NN,conversation,12
264,142,came,VBD,come,4
264,142,to,TO,to,2
264,142,their,PP$,their,5
264,142,plans,NNS,plan,5
264,142,for,IN,for,3
264,142,the,DT,the,3
264,142,evening,NN,evening,7
264,142,.,SENT,.,1
264,143,The,DT,the,3
264,143,girl,NN,girl,4
264,143,pointed,VBD,point,7
264,143,a,DT,a,1
264,143,finger,NN,finger,6
264,143,at,IN,at,2
264,143,a,DT,a,1
264,143,placard,NN,placard,7
264,143,to,TO,to,2
264,143,the,DT,the,3
264,143,left,NN,left,4
264,143,of,IN,of,2
264,143,the,DT,the,3
264,143,entrance,NN,entrance,8
264,143,and,CC,and,3
264,143,asked,VBN,ask,5
264,143,:,:,:,1
264,144,``,``,``,2
264,144,What,WP,what,4
264,144,about,IN,about,5
264,144,this,DT,this,4
264,144,one,NN,one,3
264,144,?,SENT,?,1
264,145,'','','',2
264,145,Ed,NP,ed,2
264,145,looked,VBD,look,6
264,145,at,IN,at,2
264,145,the,DT,the,3
264,145,colourful,JJ,colourful,9
264,145,placard,NN,placard,7
264,145,.,SENT,.,1
264,146,It,PP,it,2
264,146,showed,VBD,show,6
264,146,some,DT,some,4
264,146,beautiful,JJ,beautiful,9
264,146,jungle,NN,jungle,6
264,146,scenery,NN,scenery,7
264,146,and,CC,and,3
264,146,",",",",",",1
264,146,in,IN,in,2
264,146,the,DT,the,3
264,146,foreground,NN,foreground,10
264,146,",",",",",",1
264,146,what,WP,what,4
264,146,looked,VBD,look,6
264,146,like,IN,like,4
264,146,natives,NNS,native,7
264,146,wearing,VBG,wear,7
264,146,weird,JJ,weird,5
264,146,masks,NNS,mask,5
264,146,.,SENT,.,1
264,147,Then,RB,then,4
264,147,his,PP$,his,3
264,147,eye,NN,eye,3
264,147,fell,VBD,fall,4
264,147,on,IN,on,2
264,147,the,DT,the,3
264,147,name,NN,name,4
264,147,of,IN,of,2
264,147,the,DT,the,3
264,147,movie,NN,movie,5
264,147,",",",",",",1
264,147,which,WDT,which,5
264,147,read,VBD,read,4
264,147,in,IN,in,2
264,147,huge,JJ,huge,4
264,147,lurid,JJ,lurid,5
264,147,letters,NNS,letter,7
264,147,:,:,:,1
264,148,Virgin,JJ,virgin,6
264,148,Female,JJ,female,6
264,148,Mud-Wrestlers,NNS,mud-wrestler,13
264,148,Kidnapped,VBN,kidnap,9
264,148,by,IN,by,2
264,148,the,DT,the,3
264,148,European,JJ,european,8
264,148,Concrete-Jungle,NN,concrete-jungle,15
264,148,Cannibals,NNS,cannibal,9
264,148,.,SENT,.,1
264,149,``,``,``,2
264,149,I,PP,i,1
264,149,'d,MD,'d,2
264,149,love,VB,love,4
264,149,to,TO,to,2
264,149,see,VB,see,3
264,149,that,IN,that,4
264,149,",",",",",",1
264,149,'','','',2
264,149,Ed,NP,ed,2
264,149,said,VBD,say,4
264,149,.,SENT,.,1
264,150,Ed,NP,ed,2
264,150,bought,VBD,buy,6
264,150,two,CD,two,3
264,150,bags,NNS,bag,4
264,150,of,IN,of,2
264,150,The,DT,the,3
264,150,Real,NP,real,4
264,150,Popcorn,NP,popcorn,7
264,150,.,SENT,.,1
264,151,He,PP,he,2
264,151,vaguely,RB,vaguely,7
264,151,remembered,VBD,remember,10
264,151,an,DT,an,2
264,151,article,NN,article,7
264,151,about,IN,about,5
264,151,the,DT,the,3
264,151,brand,NN,brand,5
264,151,that,WDT,that,4
264,151,had,VBD,have,3
264,151,never,RB,never,5
264,151,been,VBN,be,4
264,151,printed,VBN,print,7
264,151,.,SENT,.,1
264,152,Some,DT,some,4
264,152,pitiful,JJ,pitiful,7
264,152,journalist,NN,journalist,10
264,152,",",",",",",1
264,152,who,WP,who,3
264,152,was,VBD,be,3
264,152,sacked,VBD,sack,6
264,152,soon,RB,soon,4
264,152,after,IN,after,5
264,152,the,DT,the,3
264,152,incident,NN,incident,8
264,152,",",",",",",1
264,152,had,VBD,have,3
264,152,discovered,VBN,discover,10
264,152,that,IN,that,4
264,152,The,DT,the,3
264,152,Real,NP,real,4
264,152,Popcorn,NP,popcorn,7
264,152,was,VBD,be,3
264,152,made,VBN,make,4
264,152,from,IN,from,4
264,152,stiffened,VBN,stiffen,9
264,152,",",",",",",1
264,152,coloured,VBN,colour,8
264,152,and,CC,and,3
264,152,flavoured,VBN,flavour,9
264,152,protein,NN,protein,7
264,152,foam,NN,foam,4
264,152,.,SENT,.,1
264,153,Ed,NP,ed,2
264,153,looked,VBD,look,6
264,153,at,IN,at,2
264,153,the,DT,the,3
264,153,popcorn,NN,popcorn,7
264,153,in,IN,in,2
264,153,his,PP$,his,3
264,153,hands,NNS,hand,5
264,153,",",",",",",1
264,153,then,RB,then,4
264,153,he,PP,he,2
264,153,forced,VBD,force,6
264,153,himself,PP,himself,7
264,153,to,TO,to,2
264,153,think,VB,think,5
264,153,of,IN,of,2
264,153,something,NN,something,9
264,153,else,RB,else,4
264,153,.,SENT,.,1
264,154,During,IN,during,6
264,154,the,DT,the,3
264,154,show,NN,show,4
264,154,",",",",",",1
264,154,he,PP,he,2
264,154,incessantly,RB,incessantly,11
264,154,watched,VBD,watch,7
264,154,the,DT,the,3
264,154,girl,NN,girl,4
264,154,by,IN,by,2
264,154,his,PP$,his,3
264,154,side,NN,side,4
264,154,.,SENT,.,1
264,155,She,PP,she,3
264,155,seemed,VBD,seem,6
264,155,to,TO,to,2
264,155,be,VB,be,2
264,155,interested,VBN,interest,10
264,155,in,IN,in,2
264,155,the,DT,the,3
264,155,film,NN,film,4
264,155,.,SENT,.,1
264,156,He,PP,he,2
264,156,looked,VBD,look,6
264,156,at,IN,at,2
264,156,her,PP$,her,3
264,156,blood-red,JJ,blood-red,9
264,156,lips,NNS,lip,4
264,156,",",",",",",1
264,156,her,PP$,her,3
264,156,copper-sulphate-blue,JJ,copper-sulphate-blue,20
264,156,eyeshadows,NNS,eyeshadow,10
264,156,",",",",",",1
264,156,her,PP$,her,3
264,156,potassium-nitrate-white,JJ,potassium-nitrate-white,23
264,156,teeth,NNS,tooth,5
264,156,",",",",",",1
264,156,and,CC,and,3
264,156,",",",",",",1
264,156,over,IN,over,4
264,156,and,CC,and,3
264,156,over,IN,over,4
264,156,again,RB,again,5
264,156,",",",",",",1
264,156,at,IN,at,2
264,156,her,PP$,her,3
264,156,eyes,NNS,eye,4
264,156,that,WDT,that,4
264,156,had,VBD,have,3
264,156,the,DT,the,3
264,156,rich,JJ,rich,4
264,156,brown,JJ,brown,5
264,156,colour,NN,colour,6
264,156,of,IN,of,2
264,156,thick,JJ,thick,5
264,156,wisps,NNS,wisp,5
264,156,of,IN,of,2
264,156,bromine,NN,bromine,7
264,156,vapour,NN,vapour,6
264,156,.,SENT,.,1
264,157,He,PP,he,2
264,157,felt,VBD,feel,4
264,157,a,DT,a,1
264,157,happiness,NN,happiness,9
264,157,he,PP,he,2
264,157,had,VBD,have,3
264,157,never,RB,never,5
264,157,felt,VBN,feel,4
264,157,before,RB,before,6
264,157,.,SENT,.,1
264,158,It,PP,it,2
264,158,came,VBD,come,4
264,158,to,TO,to,2
264,158,his,PP$,his,3
264,158,mind,NN,mind,4
264,158,that,IN,that,4
264,158,he,PP,he,2
264,158,had,VBD,have,3
264,158,not,RB,not,3
264,158,even,RB,even,4
264,158,touched,VBN,touch,7
264,158,the,DT,the,3
264,158,girl,NN,girl,4
264,158,yet,RB,yet,3
264,158,",",",",",",1
264,158,which,WDT,which,5
264,158,was,VBD,be,3
264,158,very,RB,very,4
264,158,unusual,JJ,unusual,7
264,158,.,SENT,.,1
264,159,On,IN,on,2
264,159,a,DT,a,1
264,159,typical,JJ,typical,7
264,159,date,NN,date,4
264,159,",",",",",",1
264,159,his,PP$,his,3
264,159,hand,NN,hand,4
264,159,would,MD,would,5
264,159,have,VB,have,4
264,159,been,VBN,be,4
264,159,wandering,VBG,wander,9
264,159,up,RB,up,2
264,159,and,CC,and,3
264,159,down,RB,down,4
264,159,the,DT,the,3
264,159,girl,NN,girl,4
264,159,'s,POS,'s,2
264,159,thighs,NNS,thigh,6
264,159,at,IN,at,2
264,159,that,DT,that,4
264,159,time,NN,time,4
264,159,.,SENT,.,1
264,160,Or,CC,or,2
264,160,even,RB,even,4
264,160,higher,JJR,high,6
264,160,.,SENT,.,1
264,161,But,CC,but,3
264,161,now,RB,now,3
264,161,",",",",",",1
264,161,he,PP,he,2
264,161,just,RB,just,4
264,161,sat,VBD,sit,3
264,161,there,RB,there,5
264,161,",",",",",",1
264,161,watching,VBG,watch,8
264,161,her,PP,her,3
264,161,until,IN,until,5
264,161,the,DT,the,3
264,161,lights,NNS,light,6
264,161,came,VBD,come,4
264,161,on,IN,on,2
264,161,again,RB,again,5
264,161,.,SENT,.,1
264,162,It,PP,it,2
264,162,took,VBD,take,4
264,162,Ed,NP,ed,2
264,162,some,DT,some,4
264,162,time,NN,time,4
264,162,to,TO,to,2
264,162,realize,VB,realize,7
264,162,that,IN,that,4
264,162,the,DT,the,3
264,162,show,NN,show,4
264,162,had,VBD,have,3
264,162,finished,VBN,finish,8
264,162,.,SENT,.,1
264,163,After,IN,after,5
264,163,leaving,VBG,leave,7
264,163,the,DT,the,3
264,163,cinema,NN,cinema,6
264,163,",",",",",",1
264,163,they,PP,they,4
264,163,walked,VBD,walk,6
264,163,over,RP,over,4
264,163,to,TO,to,2
264,163,a,DT,a,1
264,163,machine,NN,machine,7
264,163,painted,VBN,paint,7
264,163,in,IN,in,2
264,163,yellow,JJ,yellow,6
264,163,and,CC,and,3
264,163,black,JJ,black,5
264,163,stripes,NNS,stripe,7
264,163,.,SENT,.,1
264,164,In,IN,in,2
264,164,order,NN,order,5
264,164,to,TO,to,2
264,164,call,VB,call,4
264,164,a,DT,a,1
264,164,tin,NN,tin,3
264,164,",",",",",",1
264,164,Ed,NP,ed,2
264,164,inserted,VBD,insert,8
264,164,his,PP$,his,3
264,164,credit,NN,credit,6
264,164,card,NN,card,4
264,164,into,IN,into,4
264,164,a,DT,a,1
264,164,slot,NN,slot,4
264,164,.,SENT,.,1
264,165,A,DT,a,1
264,165,display,NN,display,7
264,165,lit,VBD,light,3
264,165,up,RB,up,2
264,165,",",",",",",1
264,165,accompanied,VBN,accompany,11
264,165,by,IN,by,2
264,165,a,DT,a,1
264,165,short,JJ,short,5
264,165,tune,NN,tune,4
264,165,",",",",",",1
264,165,saying,VBG,say,6
264,165,that,IN,that,4
264,165,a,DT,a,1
264,165,free,JJ,free,4
264,165,cabin,NN,cabin,5
264,165,would,MD,would,5
264,165,arrive,VB,arrive,6
264,165,in,IN,in,2
264,165,nine,CD,nine,4
264,165,minutes,NNS,minute,7
264,165,and,CC,and,3
264,165,eighteen,CD,eighteen,8
264,165,seconds,NNS,seconds,7
264,165,.,SENT,.,1
264,166,Ed,NP,ed,2
264,166,turned,VBD,turn,6
264,166,around,RP,around,6
264,166,to,TO,to,2
264,166,the,DT,the,3
264,166,girl,NN,girl,4
264,166,and,CC,and,3
264,166,shrugged,VBD,shrug,8
264,166,his,PP$,his,3
264,166,shoulders,NNS,shoulder,9
264,166,.,SENT,.,1
264,167,Nine,CD,nine,4
264,167,minutes,NNS,minute,7
264,167,was,VBD,be,3
264,167,an,DT,an,2
264,167,unusually,RB,unusually,9
264,167,long,JJ,long,4
264,167,wait,NN,wait,4
264,167,.,SENT,.,1
264,168,The,DT,the,3
264,168,girl,NN,girl,4
264,168,smiled,VBD,smile,6
264,168,at,IN,at,2
264,168,him,PP,him,3
264,168,",",",",",",1
264,168,showing,VBG,show,7
264,168,no,DT,no,2
264,168,signs,NNS,sign,5
264,168,of,IN,of,2
264,168,impatience,NN,impatience,10
264,168,.,SENT,.,1
264,169,While,IN,while,5
264,169,they,PP,they,4
264,169,were,VBD,be,4
264,169,waiting,VBG,wait,7
264,169,for,IN,for,3
264,169,the,DT,the,3
264,169,tin,NN,tin,3
264,169,",",",",",",1
264,169,Ed,NP,ed,2
264,169,began,VBD,begin,5
264,169,to,TO,to,2
264,169,dislike,VB,dislike,7
264,169,the,DT,the,3
264,169,idea,NN,idea,4
264,169,of,IN,of,2
264,169,going,VBG,go,5
264,169,to,TO,to,2
264,169,a,DT,a,1
264,169,restaurant,NN,restaurant,10
264,169,.,SENT,.,1
264,170,He,PP,he,2
264,170,usually,RB,usually,7
264,170,treated,VBD,treat,7
264,170,his,PP$,his,3
264,170,dates,NNS,date,5
264,170,to,TO,to,2
264,170,an,DT,an,2
264,170,expensive,JJ,expensive,9
264,170,dinner,NN,dinner,6
264,170,before,IN,before,6
264,170,bringing,VBG,bring,8
264,170,them,PP,them,4
264,170,back,RP,back,4
264,170,to,TO,to,2
264,170,his,PP$,his,3
264,170,apartment,NN,apartment,9
264,170,",",",",",",1
264,170,but,CC,but,3
264,170,this,DT,this,4
264,170,girl,NN,girl,4
264,170,was,VBD,be,3
264,170,special,JJ,special,7
264,170,.,SENT,.,1
264,171,He,PP,he,2
264,171,tried,VBD,try,5
264,171,of,IN,of,2
264,171,something,NN,something,9
264,171,unconventional,JJ,unconventional,14
264,171,he,PP,he,2
264,171,could,MD,could,5
264,171,do,VB,do,2
264,171,to,TO,to,2
264,171,her,PP,her,3
264,171,.,SENT,.,1
264,172,With,IN,with,4
264,172,her,PP,her,3
264,172,",",",",",",1
264,172,he,PP,he,2
264,172,corrected,VBD,correct,9
264,172,himself,PP,himself,7
264,172,.,SENT,.,1
264,173,As,IN,as,2
264,173,their,PP$,their,5
264,173,transport,NN,transport,9
264,173,arrived,VBD,arrive,7
264,173,",",",",",",1
264,173,he,PP,he,2
264,173,was,VBD,be,3
264,173,still,RB,still,5
264,173,trying,VBG,try,6
264,173,desperately,RB,desperately,11
264,173,to,TO,to,2
264,173,come,VB,come,4
264,173,up,RP,up,2
264,173,with,IN,with,4
264,173,a,DT,a,1
264,173,original,JJ,original,8
264,173,idea,NN,idea,4
264,173,.,SENT,.,1
264,174,``,``,``,2
264,174,Goin,NP,goin,4
264,174,','',',1
264,174,to,TO,to,2
264,174,the,DT,the,3
264,174,Amusement,NN,amusement,9
264,174,Arcades,NNS,arcade,7
264,174,?,SENT,?,1
264,175,'','','',2
264,175,he,PP,he,2
264,175,mumbled,VBD,mumble,7
264,175,.,SENT,.,1
264,176,Before,IN,before,6
264,176,he,PP,he,2
264,176,realized,VBD,realize,8
264,176,what,WP,what,4
264,176,a,DT,a,1
264,176,foolish,JJ,foolish,7
264,176,thing,NN,thing,5
264,176,he,PP,he,2
264,176,had,VBD,have,3
264,176,said,VBN,say,4
264,176,",",",",",",1
264,176,the,DT,the,3
264,176,girl,NN,girl,4
264,176,nodded,VBD,nod,6
264,176,her,PP$,her,3
264,176,agreement,NN,agreement,9
264,176,.,SENT,.,1
264,177,Half,PDT,half,4
264,177,an,DT,an,2
264,177,hour,NN,hour,4
264,177,later,RB,later,5
264,177,they,PP,they,4
264,177,arrived,VBD,arrive,7
264,177,at,IN,at,2
264,177,the,DT,the,3
264,177,Arcades,NNS,arcade,7
264,177,Center,NP,center,6
264,177,and,CC,and,3
264,177,walked,VBD,walk,6
264,177,into,IN,into,4
264,177,the,DT,the,3
264,177,main,JJ,main,4
264,177,hall,NN,hall,4
264,177,.,SENT,.,1
264,178,It,PP,it,2
264,178,was,VBD,be,3
264,178,crammed,VBD,cram,7
264,178,with,IN,with,4
264,178,games,NNS,game,5
264,178,machines,NNS,machine,8
264,178,",",",",",",1
264,178,flashing,VBG,flash,8
264,178,in,IN,in,2
264,178,bright,JJ,bright,6
264,178,colours,NNS,colour,7
264,178,",",",",",",1
264,178,chirping,VBG,chirp,8
264,178,",",",",",",1
264,178,beeping,VBG,beep,7
264,178,",",",",",",1
264,178,and,CC,and,3
264,178,thundering,VBG,thunder,10
264,178,as,IN,as,2
264,178,formations,NNS,formation,10
264,178,of,IN,of,2
264,178,alien,JJ,alien,5
264,178,spaceships,NNS,spaceship,10
264,178,exploded,VBD,explode,8
264,178,on,IN,on,2
264,178,the,DT,the,3
264,178,screens,NNS,screen,7
264,178,.,SENT,.,1
264,179,They,PP,they,4
264,179,played,VBD,play,6
264,179,some,DT,some,4
264,179,of,IN,of,2
264,179,the,DT,the,3
264,179,games,NNS,game,5
264,179,",",",",",",1
264,179,and,CC,and,3
264,179,Ed,NP,ed,2
264,179,felt,VBD,feel,4
264,179,completely,RB,completely,10
264,179,happy,JJ,happy,5
264,179,blasting,VBG,blast,8
264,179,away,RB,away,4
264,179,at,IN,at,2
264,179,aliens,NNS,alien,6
264,179,together,RB,together,8
264,179,with,IN,with,4
264,179,the,DT,the,3
264,179,girl,NN,girl,4
264,179,.,SENT,.,1
264,180,There,EX,there,5
264,180,was,VBD,be,3
264,180,a,DT,a,1
264,180,brand-new,JJ,brand-new,9
264,180,flight,NN,flight,6
264,180,simulator,NN,simulator,9
264,180,game,NN,game,4
264,180,called,VBD,call,6
264,180,Wold,NP,wold,4
264,180,War,NP,war,3
264,180,III,NP,iii,3
264,180,.,SENT,.,1
264,181,Hoping,VBG,hope,6
264,181,to,TO,to,2
264,181,impress,VB,impress,7
264,181,the,DT,the,3
264,181,girl,NN,girl,4
264,181,",",",",",",1
264,181,Ed,NP,ed,2
264,181,played,VBD,play,6
264,181,the,DT,the,3
264,181,game,NN,game,4
264,181,for,IN,for,3
264,181,more,JJR,more,4
264,181,than,IN,than,4
264,181,an,DT,an,2
264,181,hour,NN,hour,4
264,181,on,IN,on,2
264,181,end,NN,end,3
264,181,until,IN,until,5
264,181,he,PP,he,2
264,181,had,VBD,have,3
264,181,defeated,VBN,defeat,8
264,181,the,DT,the,3
264,181,Fourth,JJ,fourth,6
264,181,Reich,NP,reich,5
264,181,and,CC,and,3
264,181,reached,VBD,reach,7
264,181,the,DT,the,3
264,181,highest,JJS,high,7
264,181,score,NN,score,5
264,181,of,IN,of,2
264,181,the,DT,the,3
264,181,day,NN,day,3
264,181,.,SENT,.,1
264,182,When,WRB,when,4
264,182,they,PP,they,4
264,182,left,VBD,leave,4
264,182,the,DT,the,3
264,182,Arcades,NNS,arcade,7
264,182,Center,NN,center,6
264,182,at,IN,at,2
264,182,last,JJ,last,4
264,182,",",",",",",1
264,182,it,PP,it,2
264,182,was,VBD,be,3
264,182,too,RB,too,3
264,182,late,JJ,late,4
264,182,to,TO,to,2
264,182,go,VB,go,2
264,182,to,TO,to,2
264,182,a,DT,a,1
264,182,restaurant,NN,restaurant,10
